customer_id,customer_name,phone,email,gender,age,home_geo_id,home_city,signup_date,membership_tier
5026,Dhruv Chowdhury,7091401668,dhruv.chowdhury5026@swiggy.com,F,45,11,Bangalore,2024-11-21 00:00:00,ONE
5027,Ira Gowda,8321664481,ira.gowda5027@swiggy.com,F,21,18,Bangalore,2025-06-11 00:00:00,NONE
5028,Aarav Iyer,8705039514,aarav.iyer5028@swiggy.com,F,25,11,Bangalore,2024-07-17 00:00:00,ONE
5029,Ananya Bose,8848556429,ananya.bose5029@swiggy.com,F,36,15,Bangalore,2024-06-21 00:00:00,NONE
5030,Diya Singh,6496888489,diya.singh5030@swiggy.com,M,34,14,Bangalore,2024-05-23 00:00:00,NONE
5031,Pooja Sharma,8487552430,pooja.sharma5031@swiggy.com,F,39,13,Bangalore,2024-05-08 00:00:00,ONE_LITE
5032,Ananya Singh,8916964053,ananya.singh5032@swiggy.com,F,34,13,Bangalore,2025-05-14 00:00:00,NONE
5033,Diya Naidu,7633287463,diya.naidu5033@swiggy.com,M,28,17,Bangalore,2025-06-25 00:00:00,NONE
5034,Vihaan Chowdhury,8370559975,vihaan.chowdhury5034@swiggy.com,F,26,20,Bangalore,2025-02-18 00:00:00,NONE
5035,Aarav Rao,6277089313,aarav.rao5035@swiggy.com,M,25,14,Bangalore,2025-06-10 00:00:00,ONE_LITE
5036,Aditya Shetty,7390080579,aditya.shetty5036@swiggy.com,F,31,14,Bangalore,2024-03-22 00:00:00,NONE
5037,Vivaan Shetty,6949928168,vivaan.shetty5037@swiggy.com,F,44,18,Bangalore,2024-10-04 00:00:00,ONE_LITE
5038,Krishna Nair,8076537492,krishna.nair5038@swiggy.com,F,23,19,Bangalore,2023-09-28 00:00:00,ONE_LITE
5039,Dhruv Chowdhury,8215694909,dhruv.chowdhury5039@swiggy.com,F,30,17,Bangalore,2025-11-04 00:00:00,NONE
5040,Anika Mehta,6908563660,anika.mehta5040@swiggy.com,F,18,11,Bangalore,2023-12-24 00:00:00,NONE
5041,Anika Patel,7149743877,anika.patel5041@swiggy.com,M,18,14,Bangalore,2025-09-02 00:00:00,NONE
5042,Dhruv Nair,9094604821,dhruv.nair5042@swiggy.com,M,37,19,Bangalore,2024-11-06 00:00:00,NONE
5043,Sneha Kulkarni,8254106265,sneha.kulkarni5043@swiggy.com,F,41,17,Bangalore,2024-12-29 00:00:00,NONE
5044,Sneha Naidu,8228614504,sneha.naidu5044@swiggy.com,F,32,16,Bangalore,2024-09-27 00:00:00,NONE
5045,Saanvi Sharma,7163002390,saanvi.sharma5045@swiggy.com,F,45,15,Bangalore,2024-02-09 00:00:00,NONE
5046,Aadhya Gowda,8699688168,aadhya.gowda5046@swiggy.com,M,29,11,Bangalore,2025-05-09 00:00:00,ONE_LITE
5047,Ishaan Reddy,8057606716,ishaan.reddy5047@swiggy.com,F,21,13,Bangalore,2024-09-28 00:00:00,NONE
5048,Arjun Desai,6656811869,arjun.desai5048@swiggy.com,M,29,17,Bangalore,2025-08-16 00:00:00,NONE
5049,Meera Gowda,8664800987,meera.gowda5049@swiggy.com,M,39,14,Bangalore,2025-10-06 00:00:00,ONE
5050,Vivaan Chowdhury,9804444916,vivaan.chowdhury5050@swiggy.com,M,25,16,Bangalore,2025-04-27 00:00:00,ONE_LITE
5051,Ishaan Khan,8292672676,ishaan.khan5051@swiggy.com,M,33,19,Bangalore,2024-04-03 00:00:00,ONE
5052,Akash Nair,8779434404,akash.nair5052@swiggy.com,M,29,19,Bangalore,2025-08-07 00:00:00,ONE
5053,Reyansh Patel,6236019318,reyansh.patel5053@swiggy.com,M,35,12,Bangalore,2023-12-23 00:00:00,NONE
5054,Suresh Nair,7391057672,suresh.nair5054@swiggy.com,M,28,12,Bangalore,2025-10-11 00:00:00,ONE
5055,Vihaan Gowda,7837017665,vihaan.gowda5055@swiggy.com,M,24,12,Bangalore,2024-11-08 00:00:00,ONE_LITE
5056,Sai Khan,8787940582,sai.khan5056@swiggy.com,F,33,14,Bangalore,2023-08-27 00:00:00,ONE
5057,Aadhya Iyer,6017586137,aadhya.iyer5057@swiggy.com,M,37,15,Bangalore,2025-06-30 00:00:00,NONE
5058,Reyansh Pillai,8885101059,reyansh.pillai5058@swiggy.com,M,32,16,Bangalore,2025-07-13 00:00:00,ONE_LITE
5059,Nikhil Iyer,9718630664,nikhil.iyer5059@swiggy.com,M,18,15,Bangalore,2023-10-01 00:00:00,ONE_LITE
5060,Kiran Naidu,6498540271,kiran.naidu5060@swiggy.com,M,46,12,Bangalore,2025-10-09 00:00:00,ONE_LITE
5061,Riya Gupta,7534554944,riya.gupta5061@swiggy.com,M,31,14,Bangalore,2023-11-19 00:00:00,NONE
5062,Ananya Das,7562177528,ananya.das5062@swiggy.com,F,35,12,Bangalore,2025-01-04 00:00:00,NONE
5063,Akash Pillai,6067612154,akash.pillai5063@swiggy.com,M,35,12,Bangalore,2024-12-29 00:00:00,NONE
5064,Dhruv Chowdhury,8219142105,dhruv.chowdhury5064@swiggy.com,M,18,11,Bangalore,2023-08-18 00:00:00,NONE
5065,Ishaan Gupta,8243159869,ishaan.gupta5065@swiggy.com,M,24,20,Bangalore,2024-08-29 00:00:00,ONE_LITE
5066,Saanvi Khan,9175781573,saanvi.khan5066@swiggy.com,F,34,17,Bangalore,2023-10-04 00:00:00,ONE
5067,Vivaan Rao,8720096342,vivaan.rao5067@swiggy.com,M,24,19,Bangalore,2025-03-16 00:00:00,ONE_LITE
5068,Nikhil Chowdhury,6735509779,nikhil.chowdhury5068@swiggy.com,M,32,17,Bangalore,2024-03-04 00:00:00,ONE
5069,Rahul Singh,9698346808,rahul.singh5069@swiggy.com,F,27,13,Bangalore,2024-01-20 00:00:00,NONE
5070,Ananya Khan,6787554297,ananya.khan5070@swiggy.com,F,31,11,Bangalore,2023-11-21 00:00:00,ONE
5071,Meera Shetty,9144617262,meera.shetty5071@swiggy.com,M,22,14,Bangalore,2023-07-19 00:00:00,ONE_LITE
5072,Aadhya Khan,9917781319,aadhya.khan5072@swiggy.com,F,40,12,Bangalore,2025-09-17 00:00:00,NONE
5073,Neha Naidu,6192985742,neha.naidu5073@swiggy.com,F,22,17,Bangalore,2024-02-05 00:00:00,ONE_PLUS
5074,Aditya Das,8218166364,aditya.das5074@swiggy.com,M,23,11,Bangalore,2024-08-20 00:00:00,NONE
5075,Ira Chowdhury,9188038632,ira.chowdhury5075@swiggy.com,M,42,16,Bangalore,2024-08-30 00:00:00,NONE
5076,Saanvi Jain,8655168496,saanvi.jain5076@swiggy.com,F,35,15,Bangalore,2025-11-07 00:00:00,ONE_LITE
5077,Aadhya Gowda,8212592150,aadhya.gowda5077@swiggy.com,M,31,14,Bangalore,2025-04-09 00:00:00,NONE
5078,Vivaan Nair,8496955522,vivaan.nair5078@swiggy.com,M,43,18,Bangalore,2025-09-24 00:00:00,ONE_LITE
5079,Reyansh Gupta,7694615025,reyansh.gupta5079@swiggy.com,F,57,16,Bangalore,2023-10-02 00:00:00,NONE
5080,Meera Chowdhury,6726901162,meera.chowdhury5080@swiggy.com,F,30,11,Bangalore,2024-11-16 00:00:00,ONE
5081,Krishna Kulkarni,9536912269,krishna.kulkarni5081@swiggy.com,F,31,14,Bangalore,2023-11-01 00:00:00,NONE
5082,Suresh Khan,8214526353,suresh.khan5082@swiggy.com,M,18,20,Bangalore,2023-10-11 00:00:00,ONE
5083,Riya Bose,7552509334,riya.bose5083@swiggy.com,M,33,19,Bangalore,2025-06-15 00:00:00,ONE
5084,Dhruv Naidu,8404342508,dhruv.naidu5084@swiggy.com,M,40,15,Bangalore,2024-10-10 00:00:00,NONE
5085,Vivaan Jain,9669241646,vivaan.jain5085@swiggy.com,F,38,19,Bangalore,2024-02-25 00:00:00,ONE_LITE
5086,Aarav Jain,6718148955,aarav.jain5086@swiggy.com,M,28,14,Bangalore,2024-06-23 00:00:00,NONE
5087,Saanvi Gowda,6035840574,saanvi.gowda5087@swiggy.com,F,31,12,Bangalore,2023-11-03 00:00:00,NONE
5088,Ira Shetty,8935052102,ira.shetty5088@swiggy.com,M,18,12,Bangalore,2025-04-08 00:00:00,ONE
5089,Ira Gowda,9540463659,ira.gowda5089@swiggy.com,M,33,19,Bangalore,2024-06-25 00:00:00,NONE
5090,Nikhil Jain,9957963775,nikhil.jain5090@swiggy.com,F,43,18,Bangalore,2025-06-17 00:00:00,ONE
5091,Aditya Sharma,7180242188,aditya.sharma5091@swiggy.com,F,18,19,Bangalore,2024-01-21 00:00:00,ONE_LITE
5092,Rohit Pillai,9746982402,rohit.pillai5092@swiggy.com,F,38,14,Bangalore,2025-10-16 00:00:00,ONE_LITE
5093,Saanvi Shetty,6436322335,saanvi.shetty5093@swiggy.com,M,19,11,Bangalore,2023-07-23 00:00:00,NONE
5094,Myra Pillai,9694384481,myra.pillai5094@swiggy.com,M,18,20,Bangalore,2025-09-08 00:00:00,NONE
5095,Krishna Chowdhury,6191519831,krishna.chowdhury5095@swiggy.com,F,41,13,Bangalore,2024-09-30 00:00:00,NONE
5096,Vihaan Reddy,7163146230,vihaan.reddy5096@swiggy.com,F,18,18,Bangalore,2024-06-26 00:00:00,ONE
5097,Sneha Gupta,7470920456,sneha.gupta5097@swiggy.com,M,21,12,Bangalore,2023-12-07 00:00:00,ONE_LITE
5098,Aditya Kulkarni,8176163394,aditya.kulkarni5098@swiggy.com,M,26,15,Bangalore,2025-04-16 00:00:00,NONE
5099,Sai Reddy,9477610102,sai.reddy5099@swiggy.com,F,46,14,Bangalore,2025-11-18 00:00:00,NONE
5100,Myra Reddy,7199539242,myra.reddy5100@swiggy.com,F,33,13,Bangalore,2025-02-15 00:00:00,ONE
5101,Riya Khan,8785866830,riya.khan5101@swiggy.com,F,35,11,Bangalore,2024-05-02 00:00:00,ONE
5102,Sai Nair,7232057904,sai.nair5102@swiggy.com,M,29,20,Bangalore,2025-04-10 00:00:00,ONE_LITE
5103,Krishna Desai,6179454071,krishna.desai5103@swiggy.com,F,27,16,Bangalore,2024-06-13 00:00:00,ONE_LITE
5104,Saanvi Gowda,8225541504,saanvi.gowda5104@swiggy.com,M,36,20,Bangalore,2024-04-16 00:00:00,ONE_LITE
5105,Myra Singh,7280698885,myra.singh5105@swiggy.com,M,42,11,Bangalore,2025-08-22 00:00:00,NONE
5106,Krishna Das,6309751020,krishna.das5106@swiggy.com,F,30,16,Bangalore,2024-08-16 00:00:00,NONE
5107,Vihaan Gowda,6764362985,vihaan.gowda5107@swiggy.com,M,22,19,Bangalore,2024-01-31 00:00:00,NONE
5108,Ananya Reddy,8819508506,ananya.reddy5108@swiggy.com,M,30,19,Bangalore,2024-07-03 00:00:00,ONE_LITE
5109,Anika Das,9721852521,anika.das5109@swiggy.com,F,26,19,Bangalore,2025-07-15 00:00:00,NONE
5110,Diya Khan,7898481385,diya.khan5110@swiggy.com,F,30,16,Bangalore,2023-10-07 00:00:00,ONE_LITE
5111,Dhruv Singh,7977633437,dhruv.singh5111@swiggy.com,M,45,16,Bangalore,2023-10-05 00:00:00,ONE_LITE
5112,Aadhya Reddy,6962150862,aadhya.reddy5112@swiggy.com,F,38,19,Bangalore,2025-04-07 00:00:00,NONE
5113,Arjun Bose,6560899116,arjun.bose5113@swiggy.com,F,34,15,Bangalore,2025-03-18 00:00:00,ONE
5114,Aarav Khan,8661557769,aarav.khan5114@swiggy.com,F,36,18,Bangalore,2024-01-25 00:00:00,ONE_LITE
5115,Vivaan Desai,8081751087,vivaan.desai5115@swiggy.com,F,20,17,Bangalore,2025-10-27 00:00:00,ONE
5116,Rohit Rao,7115164971,rohit.rao5116@swiggy.com,M,18,18,Bangalore,2024-07-30 00:00:00,ONE
5117,Ananya Singh,8856077264,ananya.singh5117@swiggy.com,F,25,18,Bangalore,2024-05-17 00:00:00,ONE_LITE
5118,Sai Gupta,9764850081,sai.gupta5118@swiggy.com,M,37,15,Bangalore,2023-07-29 00:00:00,NONE
5119,Ananya Kulkarni,8776400991,ananya.kulkarni5119@swiggy.com,M,43,18,Bangalore,2025-01-25 00:00:00,NONE
5120,Sneha Nair,8520364625,sneha.nair5120@swiggy.com,M,18,14,Bangalore,2025-04-17 00:00:00,ONE
5121,Suresh Iyer,8969658430,suresh.iyer5121@swiggy.com,F,36,14,Bangalore,2024-01-03 00:00:00,NONE
5122,Riya Singh,8526095923,riya.singh5122@swiggy.com,F,32,19,Bangalore,2024-06-14 00:00:00,NONE
5123,Reyansh Mehta,6888080846,reyansh.mehta5123@swiggy.com,F,28,18,Bangalore,2023-10-18 00:00:00,NONE
5124,Pooja Singh,8252821034,pooja.singh5124@swiggy.com,M,22,11,Bangalore,2023-09-04 00:00:00,NONE
5125,Kiran Sharma,6198615353,kiran.sharma5125@swiggy.com,F,35,13,Bangalore,2023-09-03 00:00:00,NONE
5126,Ira Naidu,7233595212,ira.naidu5126@swiggy.com,M,43,12,Bangalore,2024-06-12 00:00:00,NONE
5127,Vivaan Bose,8717512925,vivaan.bose5127@swiggy.com,F,22,15,Bangalore,2024-04-07 00:00:00,ONE_PLUS
5128,Vihaan Reddy,7938960564,vihaan.reddy5128@swiggy.com,F,23,11,Bangalore,2025-03-15 00:00:00,ONE_LITE
5129,Diya Singh,7647971369,diya.singh5129@swiggy.com,F,39,13,Bangalore,2024-05-12 00:00:00,NONE
5130,Myra Patel,6543813122,myra.patel5130@swiggy.com,M,41,12,Bangalore,2025-11-04 00:00:00,NONE
5131,Dhruv Naidu,9193959730,dhruv.naidu5131@swiggy.com,F,22,17,Bangalore,2023-12-31 00:00:00,ONE
5132,Ishaan Mehta,7488313636,ishaan.mehta5132@swiggy.com,M,25,14,Bangalore,2025-01-25 00:00:00,NONE
5133,Varun Das,9198994747,varun.das5133@swiggy.com,F,24,18,Bangalore,2024-05-14 00:00:00,ONE_LITE
5134,Reyansh Gowda,7907953099,reyansh.gowda5134@swiggy.com,M,28,15,Bangalore,2025-09-30 00:00:00,ONE
5135,Aadhya Desai,6379616111,aadhya.desai5135@swiggy.com,F,29,12,Bangalore,2025-08-31 00:00:00,ONE_PLUS
5136,Nikhil Jain,6492123719,nikhil.jain5136@swiggy.com,M,24,19,Bangalore,2025-11-16 00:00:00,NONE
5137,Rohit Shetty,6261927066,rohit.shetty5137@swiggy.com,F,21,19,Bangalore,2024-10-28 00:00:00,ONE_PLUS
5138,Ananya Iyer,7818070448,ananya.iyer5138@swiggy.com,F,34,19,Bangalore,2023-07-15 00:00:00,ONE_LITE
5139,Sai Khan,6963941375,sai.khan5139@swiggy.com,F,25,19,Bangalore,2025-01-05 00:00:00,NONE
5140,Krishna Chowdhury,7050080264,krishna.chowdhury5140@swiggy.com,F,23,18,Bangalore,2023-10-03 00:00:00,NONE
5141,Kiara Nair,9639225420,kiara.nair5141@swiggy.com,M,28,17,Bangalore,2024-07-22 00:00:00,ONE_LITE
5142,Rahul Mehta,6390446252,rahul.mehta5142@swiggy.com,M,18,18,Bangalore,2023-08-08 00:00:00,NONE
5143,Aditya Shetty,6738551706,aditya.shetty5143@swiggy.com,M,26,15,Bangalore,2025-01-15 00:00:00,ONE
5144,Sai Desai,9195933747,sai.desai5144@swiggy.com,M,18,14,Bangalore,2024-12-23 00:00:00,NONE
5145,Saanvi Desai,6099759410,saanvi.desai5145@swiggy.com,F,27,11,Bangalore,2025-02-07 00:00:00,ONE
5146,Krishna Pillai,6005033968,krishna.pillai5146@swiggy.com,M,24,12,Bangalore,2024-10-22 00:00:00,ONE_PLUS
5147,Aarav Sharma,7405156263,aarav.sharma5147@swiggy.com,F,29,18,Bangalore,2024-05-07 00:00:00,ONE_LITE
5148,Neha Patel,7226741177,neha.patel5148@swiggy.com,M,33,19,Bangalore,2025-01-12 00:00:00,NONE
5149,Ananya Singh,6783523126,ananya.singh5149@swiggy.com,F,42,14,Bangalore,2024-04-21 00:00:00,ONE
5150,Varun Pillai,6255156535,varun.pillai5150@swiggy.com,F,35,12,Bangalore,2024-08-07 00:00:00,ONE_LITE
5151,Varun Rao,8458358757,varun.rao5151@swiggy.com,F,18,20,Bangalore,2024-10-30 00:00:00,ONE
5152,Ira Das,7198266558,ira.das5152@swiggy.com,M,31,20,Bangalore,2024-01-23 00:00:00,ONE_LITE
5153,Aarav Patel,9310296891,aarav.patel5153@swiggy.com,F,33,15,Bangalore,2024-06-12 00:00:00,NONE
5154,Arjun Sharma,7538345053,arjun.sharma5154@swiggy.com,F,31,11,Bangalore,2025-06-20 00:00:00,NONE
5155,Suresh Rao,8965490743,suresh.rao5155@swiggy.com,F,32,17,Bangalore,2025-06-03 00:00:00,NONE
5156,Akash Gowda,9846140677,akash.gowda5156@swiggy.com,M,23,16,Bangalore,2025-11-23 00:00:00,ONE
5157,Neha Kulkarni,6776672746,neha.kulkarni5157@swiggy.com,F,20,11,Bangalore,2024-03-14 00:00:00,ONE_PLUS
5158,Kiran Kulkarni,7790572070,kiran.kulkarni5158@swiggy.com,F,21,14,Bangalore,2024-10-14 00:00:00,ONE
5159,Sai Shetty,9394666895,sai.shetty5159@swiggy.com,M,22,13,Bangalore,2024-08-09 00:00:00,NONE
5160,Ishaan Jain,9633341737,ishaan.jain5160@swiggy.com,M,30,18,Bangalore,2025-03-24 00:00:00,NONE
5161,Reyansh Naidu,6998584132,reyansh.naidu5161@swiggy.com,F,23,17,Bangalore,2025-07-08 00:00:00,NONE
5162,Riya Iyer,8180124686,riya.iyer5162@swiggy.com,F,33,19,Bangalore,2024-02-24 00:00:00,ONE
5163,Riya Gupta,9242831520,riya.gupta5163@swiggy.com,M,18,17,Bangalore,2025-11-06 00:00:00,ONE
5164,Ananya Jain,6307817654,ananya.jain5164@swiggy.com,F,20,20,Bangalore,2025-03-09 00:00:00,ONE
5165,Neha Nair,6721628795,neha.nair5165@swiggy.com,F,21,16,Bangalore,2025-11-06 00:00:00,ONE
5166,Ishaan Mehta,6396738285,ishaan.mehta5166@swiggy.com,F,32,14,Bangalore,2025-08-12 00:00:00,NONE
5167,Arjun Das,7061903766,arjun.das5167@swiggy.com,M,39,14,Bangalore,2023-12-20 00:00:00,NONE
5168,Riya Sharma,8867399508,riya.sharma5168@swiggy.com,M,38,15,Bangalore,2024-12-21 00:00:00,NONE
5169,Ira Pillai,9373316431,ira.pillai5169@swiggy.com,M,24,14,Bangalore,2025-02-10 00:00:00,NONE
5170,Sai Gupta,7895941739,sai.gupta5170@swiggy.com,F,39,17,Bangalore,2024-07-19 00:00:00,ONE
5171,Ira Nair,6792761597,ira.nair5171@swiggy.com,M,18,14,Bangalore,2024-05-15 00:00:00,ONE_LITE
5172,Rohit Gupta,9395881495,rohit.gupta5172@swiggy.com,F,37,19,Bangalore,2024-03-09 00:00:00,NONE
5173,Kiran Mehta,8693404981,kiran.mehta5173@swiggy.com,F,30,16,Bangalore,2025-03-22 00:00:00,NONE
5174,Diya Desai,8697793697,diya.desai5174@swiggy.com,F,33,18,Bangalore,2025-01-07 00:00:00,NONE
5175,Aarav Reddy,7699830087,aarav.reddy5175@swiggy.com,F,31,17,Bangalore,2025-07-29 00:00:00,NONE
5176,Vivaan Gowda,6124444883,vivaan.gowda5176@swiggy.com,F,22,16,Bangalore,2025-11-24 00:00:00,ONE_LITE
5177,Suresh Kulkarni,7087241791,suresh.kulkarni5177@swiggy.com,M,22,14,Bangalore,2023-10-08 00:00:00,NONE
5178,Anika Patel,7687435263,anika.patel5178@swiggy.com,M,31,16,Bangalore,2024-05-23 00:00:00,NONE
5179,Vihaan Nair,9715552555,vihaan.nair5179@swiggy.com,M,36,14,Bangalore,2023-10-28 00:00:00,NONE
5180,Vihaan Singh,8427158565,vihaan.singh5180@swiggy.com,M,29,20,Bangalore,2025-01-21 00:00:00,ONE_LITE
5181,Dhruv Gupta,9611019786,dhruv.gupta5181@swiggy.com,F,32,14,Bangalore,2025-08-20 00:00:00,NONE
5182,Rohit Das,9558236598,rohit.das5182@swiggy.com,F,41,15,Bangalore,2025-06-15 00:00:00,NONE
5183,Ananya Sharma,6001119575,ananya.sharma5183@swiggy.com,F,36,19,Bangalore,2023-10-23 00:00:00,ONE_LITE
5184,Kiran Iyer,6639647188,kiran.iyer5184@swiggy.com,M,18,19,Bangalore,2024-01-08 00:00:00,ONE_LITE
5185,Akash Mehta,7930573537,akash.mehta5185@swiggy.com,M,26,14,Bangalore,2024-06-03 00:00:00,ONE_LITE
5186,Pooja Iyer,6729636319,pooja.iyer5186@swiggy.com,F,21,12,Bangalore,2024-01-01 00:00:00,ONE_LITE
5187,Sneha Iyer,8081856883,sneha.iyer5187@swiggy.com,F,42,15,Bangalore,2024-12-20 00:00:00,NONE
5188,Akash Desai,6800444363,akash.desai5188@swiggy.com,M,33,20,Bangalore,2025-08-13 00:00:00,ONE
5189,Suresh Sharma,6290599221,suresh.sharma5189@swiggy.com,F,32,17,Bangalore,2025-02-02 00:00:00,NONE
5190,Varun Shetty,6712155149,varun.shetty5190@swiggy.com,M,24,13,Bangalore,2024-07-01 00:00:00,ONE_PLUS
5191,Sneha Gowda,6127736463,sneha.gowda5191@swiggy.com,F,22,15,Bangalore,2023-08-20 00:00:00,ONE
5192,Ishaan Gupta,6351271950,ishaan.gupta5192@swiggy.com,M,36,12,Bangalore,2023-10-18 00:00:00,NONE
5193,Diya Bose,7343576168,diya.bose5193@swiggy.com,F,18,18,Bangalore,2025-08-05 00:00:00,ONE
5194,Neha Rao,6543648007,neha.rao5194@swiggy.com,F,41,15,Bangalore,2024-02-04 00:00:00,NONE
5195,Ira Singh,6916846859,ira.singh5195@swiggy.com,F,36,17,Bangalore,2025-05-19 00:00:00,ONE_LITE
5196,Sai Singh,8334557406,sai.singh5196@swiggy.com,F,34,18,Bangalore,2024-02-24 00:00:00,ONE_LITE
5197,Sneha Khan,8738258993,sneha.khan5197@swiggy.com,F,19,19,Bangalore,2024-03-31 00:00:00,NONE
5198,Vihaan Desai,6485926960,vihaan.desai5198@swiggy.com,M,45,15,Bangalore,2024-07-11 00:00:00,NONE
5199,Varun Rao,6805189208,varun.rao5199@swiggy.com,M,31,11,Bangalore,2024-03-09 00:00:00,NONE
5200,Arjun Gowda,8814546071,arjun.gowda5200@swiggy.com,F,18,14,Bangalore,2024-11-22 00:00:00,NONE
5201,Reyansh Kulkarni,8148648527,reyansh.kulkarni5201@swiggy.com,F,26,19,Bangalore,2024-09-12 00:00:00,NONE
5202,Rahul Shetty,8497503240,rahul.shetty5202@swiggy.com,F,22,15,Bangalore,2024-12-09 00:00:00,NONE
5203,Nikhil Pillai,6980156034,nikhil.pillai5203@swiggy.com,M,18,17,Bangalore,2023-07-19 00:00:00,ONE
5204,Akash Nair,7054784917,akash.nair5204@swiggy.com,F,35,14,Bangalore,2025-04-03 00:00:00,ONE_PLUS
5205,Akash Das,8174593904,akash.das5205@swiggy.com,F,35,19,Bangalore,2025-05-31 00:00:00,ONE_LITE
5206,Akash Chowdhury,9984592151,akash.chowdhury5206@swiggy.com,F,37,15,Bangalore,2024-05-25 00:00:00,ONE_LITE
5207,Krishna Patel,6728814662,krishna.patel5207@swiggy.com,F,33,18,Bangalore,2024-07-19 00:00:00,ONE_LITE
5208,Rohit Pillai,6113726303,rohit.pillai5208@swiggy.com,M,38,18,Bangalore,2024-05-19 00:00:00,ONE_LITE
5209,Suresh Bose,7242066559,suresh.bose5209@swiggy.com,M,18,11,Bangalore,2023-08-03 00:00:00,NONE
5210,Kiran Jain,9469163855,kiran.jain5210@swiggy.com,F,33,16,Bangalore,2025-05-16 00:00:00,ONE_PLUS
5211,Pooja Chowdhury,9648951855,pooja.chowdhury5211@swiggy.com,M,33,13,Bangalore,2025-07-09 00:00:00,ONE
5212,Krishna Jain,6496723725,krishna.jain5212@swiggy.com,M,40,11,Bangalore,2025-04-22 00:00:00,ONE_LITE
5213,Reyansh Bose,9646526876,reyansh.bose5213@swiggy.com,F,37,15,Bangalore,2024-12-13 00:00:00,NONE
5214,Suresh Patel,6847646798,suresh.patel5214@swiggy.com,F,31,12,Bangalore,2023-12-07 00:00:00,ONE
5215,Diya Khan,8914998544,diya.khan5215@swiggy.com,F,25,16,Bangalore,2024-11-06 00:00:00,ONE_LITE
5216,Meera Mehta,8559446256,meera.mehta5216@swiggy.com,M,36,14,Bangalore,2025-10-25 00:00:00,NONE
5217,Neha Khan,6610832007,neha.khan5217@swiggy.com,M,18,15,Bangalore,2024-09-21 00:00:00,NONE
5218,Sai Shetty,6616216525,sai.shetty5218@swiggy.com,F,23,12,Bangalore,2023-11-07 00:00:00,ONE
